"id","activity","HU","MHC","HC50","LD50","EC50","LC50","IC50","NH"
"2726","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2727","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2728","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2729","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2730","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2731","MHC >500μg/mL","NA","MHC >500μg/mL","NA","NA","NA","NA","NA","NA"
"2732","MHC>256μM","NA","MHC>256μM","NA","NA","NA","NA","NA","NA"
"2733","MHC=101.4μM","NA","MHC=101.4μM","NA","NA","NA","NA","NA","NA"
"2734","MHC=19.6μM","NA","MHC=19.6μM","NA","NA","NA","NA","NA","NA"
"2735","MHC=15.0μM","NA","MHC=15.0μM","NA","NA","NA","NA","NA","NA"
"2736","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2737","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2738","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2739","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2740","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2741","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2742","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2743","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2744","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2745","LC50  >200μM","NA","NA","NA","NA","NA","LC50  >200μM","NA","NA"
"2746","LC50  >100μM","NA","NA","NA","NA","NA","LC50  >100μM","NA","NA"
"2747","LC50 = 50μM","NA","NA","NA","NA","NA","LC50 = 50μM","NA","NA"
"2748","LC50 = 18.1μM","NA","NA","NA","NA","NA","LC50 = 18.1μM","NA","NA"
"2749","LC50  = 14.7μM","NA","NA","NA","NA","NA","LC50  = 14.7μM","NA","NA"
"2750","LC50  = 13.9μM","NA","NA","NA","NA","NA","LC50  = 13.9μM","NA","NA"
"2751","LC50  = 11μM","NA","NA","NA","NA","NA","LC50  = 11μM","NA","NA"
"2752","LC50  = 20μM","NA","NA","NA","NA","NA","LC50  = 20μM","NA","NA"
"2753","LC50  = 29μM","NA","NA","NA","NA","NA","LC50  = 29μM","NA","NA"
"2754","LC50  = 39.5μM","NA","NA","NA","NA","NA","LC50  = 39.5μM","NA","NA"
"2755","LC50   >200μM","NA","NA","NA","NA","NA","LC50   >200μM","NA","NA"
"2756","LC50  = 31.3μM","NA","NA","NA","NA","NA","LC50  = 31.3μM","NA","NA"
"2757","LC50  = 69μM","NA","NA","NA","NA","NA","LC50  = 69μM","NA","NA"
"2758","LC50  = 30μM","NA","NA","NA","NA","NA","LC50  = 30μM","NA","NA"
"2759","LC50  >100μM","NA","NA","NA","NA","NA","LC50  >100μM","NA","NA"
"2760","LC50  = 100μM","NA","NA","NA","NA","NA","LC50  = 100μM","NA","NA"
"2761","LC50  >100μM","NA","NA","NA","NA","NA","LC50  >100μM","NA","NA"
"2762","LC50  >100μM","NA","NA","NA","NA","NA","LC50  >100μM","NA","NA"
"2763","LC50  = 82μM","NA","NA","NA","NA","NA","LC50  = 82μM","NA","NA"
"2764","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2765","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2766","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2767","100% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2768","3% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2769","LD50 >500 μM","NA","NA","NA","LD50 >500 μM","NA","NA","NA","NA"
"2770","100% hemolytic at 0.4μM &  23μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2771","28% hemolytic at 0.4μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2772","42% hemolytic at 23μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2773","5% hemolysis at 0.4μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2774","12% hemolytic at 23μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2775","100% hemolysis at 0.53 μg/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2776","LC50 = 280 mM","NA","NA","NA","NA","NA","LC50 = 280 mM","NA","NA"
"2777","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2778","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2779","19% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2780","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2781","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2782","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2783","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2784","0% hemolysis at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolysis at 100μM (non-hemolytic)"
"2785","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2786","7% hemolytic at 100μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2787","0% hemolytoc at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytoc at 100μM (non-hemolytic)"
"2788","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2789","0% hemolysis at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolysis at 100μM (non-hemolytic)"
"2790","0% hemolytic at 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic at 100μM (non-hemolytic)"
"2791","HC50=17.5±1.07μM","NA","NA","HC50=17.5±1.07μM","NA","NA","NA","NA","NA"
"2792","HC50=10.1±1.11μM","NA","NA","HC50=10.1±1.11μM","NA","NA","NA","NA","NA"
"2793","HC50=5.20±1.13μM","NA","NA","HC50=5.20±1.13μM","NA","NA","NA","NA","NA"
"2794","HC50=10.3±1.07μM","NA","NA","HC50=10.3±1.07μM","NA","NA","NA","NA","NA"
"2795","HC50=7.55±1.10μM","NA","NA","HC50=7.55±1.10μM","NA","NA","NA","NA","NA"
"2796","HC50=9.30±1.07μM","NA","NA","HC50=9.30±1.07μM","NA","NA","NA","NA","NA"
"2797","HC50=9.12±1.13μM","NA","NA","HC50=9.12±1.13μM","NA","NA","NA","NA","NA"
"2798","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2799","HC50=107±1.07μM","NA","NA","HC50=107±1.07μM","NA","NA","NA","NA","NA"
"2800","HC50 = 421.5μg/ml","NA","NA","HC50 = 421.5μg/ml","NA","NA","NA","NA","NA"
"2801","HC50 = 83μg/ml","NA","NA","HC50 = 83μg/ml","NA","NA","NA","NA","NA"
"2802","HC50 = 14μg/ml","NA","NA","HC50 = 14μg/ml","NA","NA","NA","NA","NA"
"2803","HC50 = 3.5μg/ml","NA","NA","HC50 = 3.5μg/ml","NA","NA","NA","NA","NA"
"2804","HC50 = 47μg/ml","NA","NA","HC50 = 47μg/ml","NA","NA","NA","NA","NA"
"2805","HC50 = 43.5μg/ml","NA","NA","HC50 = 43.5μg/ml","NA","NA","NA","NA","NA"
"2806","HC50 = 125μg/ml","NA","NA","HC50 = 125μg/ml","NA","NA","NA","NA","NA"
"2807","13.2% hemolytic at 31.5μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2808","9.1% hemolytic at 15.7μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2809","6.3% hemolytic at 6.30μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2810","3.6% hemolytic at 3.15μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2811","MHC =0.3μg/ml","NA","MHC =0.3μg/ml","NA","NA","NA","NA","NA","NA"
"2812","MHC =0.28 μg/ml","NA","MHC =0.28 μg/ml","NA","NA","NA","NA","NA","NA"
"2813","MHC =0.27μg/ml","NA","MHC =0.27μg/ml","NA","NA","NA","NA","NA","NA"
"2814","MHC =0.34μg/ml","NA","MHC =0.34μg/ml","NA","NA","NA","NA","NA","NA"
"2815","MHC =0.44μg/ml","NA","MHC =0.44μg/ml","NA","NA","NA","NA","NA","NA"
"2816","MHC =0.47μg/ml","NA","MHC =0.47μg/ml","NA","NA","NA","NA","NA","NA"
"2817","MHC =0.41μg/ml","NA","MHC =0.41μg/ml","NA","NA","NA","NA","NA","NA"
"2818","MHC =0.43μg/ml","NA","MHC =0.43μg/ml","NA","NA","NA","NA","NA","NA"
"2819","HC50 =1.8μM","NA","NA","HC50 =1.8μM","NA","NA","NA","NA","NA"
"2820","HC50 = 140.9μM","NA","NA","HC50 = 140.9μM","NA","NA","NA","NA","NA"
"2821","HC50 = 254.1μM","NA","NA","HC50 = 254.1μM","NA","NA","NA","NA","NA"
"2822","HC50 =81.3μM","NA","NA","HC50 =81.3μM","NA","NA","NA","NA","NA"
"2823","HC50 =351.5μM","NA","NA","HC50 =351.5μM","NA","NA","NA","NA","NA"
"2824","HC50 =169.6μM","NA","NA","HC50 =169.6μM","NA","NA","NA","NA","NA"
"2825","HC50 =1342.0μM","NA","NA","HC50 =1342.0μM","NA","NA","NA","NA","NA"
"2826","0.3% hemolytic at 3.4mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2827","1% hemolytic at 3.4mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2828","17% hemolytic at 3.4mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2829","18% hemolytic at 3.4mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2830","5% hemolytic at 3.4mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2831","48% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2832","25% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2833","78% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2834","80% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2835","10% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2836","19% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2837","4.5% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2838","0.6% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2839","14% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2840","22% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2841","29% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2842","52% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2843","43% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2844","2% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2845","46% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2846","15% hemolytic at 6μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2847","54 ±  0.1% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2848","7 ±  0.1% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2849","23 ± 0.9% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2850","0±  0% hemolytic at 250μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0±  0% hemolytic at 250μM (non-hemolytic)"
"2851","4 ±0.3% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2852","3±  0.6% hemolysis at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2853","5± 0.8% hemolysis at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2854","7±0.4% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2855","51±0.5% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2856","53 ±  1.1% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2857","71±0.4% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2858","0±0 % hemolytic at 250μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0±0 % hemolytic at 250μM (non-hemolytic)"
"2859","0±0 % hemolytic at 250μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0±0 % hemolytic at 250μM (non-hemolytic)"
"2860","1± 0.1% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2861","1± 0.3% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2862","5 ±1.6% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2863","41±6.2% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2864","3 ±0.1% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2865","49± 1.2% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2866","3±  1.0% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2867","28 ± 2.1% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2868","58± 5.7% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2869","65 ± 1.9% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2870","66 ±2.9% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2871","17 ± 0.7% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2872","8± 5.0% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2873","0 ±0% hemolytic at 250μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0 ±0% hemolytic at 250μM (non-hemolytic)"
"2874","6 ±0.2% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2875","1±0.2% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2876","21 ± 7.4% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2877","3 ± 2.7% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2878","50 ± 2.1% hemolytic at 250μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2879","27.5% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2880","0.5% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2881","62.5%hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2882","2%hemolysis at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2883","15% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2884","0%hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2885","100%hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2886","0% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2887","11.5% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2888","2% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2889","3.5% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2890","0% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2891","97% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2892","1% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2893","39% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2894","6% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2895","10.5% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2896","1.5% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2897","3.5% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2898","0% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2899","70% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2900","0% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2901","100% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2902","3.5% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2903","1% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2904","0% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2905","3.5% hemolytic at 40μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2906","0% hemolytic at 1.25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2907","~94% hemolytic at 500μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2908","~10% hemolytic at 50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2909","~3.5%hemolytic upto 500μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2910","~2%hemolytic at 100μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2911","~7% hemolytic at 256mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2912","<10% hemolytic at 256mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2913",">7% hemolytic at 256mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2914","~6% hemolytic at 256mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2915","<5% hemolytic at 256mg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2916","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2917","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2918","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2919","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2920","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2921","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2922","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2923","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2924","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2925","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2926","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2927","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2928","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2929","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2930","50% hemolytic at 64μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2931","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2932","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2933","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2934","50% hemolytic at 16μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2935","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2936","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2937","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2938","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2939","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2940","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2941","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2942","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2943","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2944","50% hemolytic at >256 μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2945","hemolytic at 3.46μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2946","hemolytic at 13.84μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2947","hemolytic at 6.92μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2948","hemolytic at 3.44μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2949","hemolytic at 6.92μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2950","hemolytic at 53.75μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2951","hemolytic at 3.44μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2952","hemolytic at 107.50μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2953","hemolytic at 6.92μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2954","hemolytic at 13.93μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2955","hemolytic at 14.10μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2956","hemolytic at 28.38μM ","NA","NA","NA","NA","NA","NA","NA","NA"
"2957","hemolytic at 28.00μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2958","hemolytic at 217.91μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2959","hemolytic at 214.81μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2960","HC50=17μM","NA","NA","HC50=17μM","NA","NA","NA","NA","NA"
"2961","HC50=17μM","NA","NA","HC50=17μM","NA","NA","NA","NA","NA"
"2962","HC50=316μM","NA","NA","HC50=316μM","NA","NA","NA","NA","NA"
"2963","HC50=316μM","NA","NA","HC50=316μM","NA","NA","NA","NA","NA"
"2964","Non-hemolytic up to 250 μM","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic up to 250 μM"
"2965","Non-hemolytic up to 250 μM","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic up to 250 μM"
"2966","EC50 >250μM","NA","NA","NA","NA","EC50 >250μM","NA","NA","NA"
"2967","EC50 = 41±2μM","NA","NA","NA","NA","EC50 = 41±2μM","NA","NA","NA"
"2968","MHC  >200μM","NA","MHC  >200μM","NA","NA","NA","NA","NA","NA"
"2969","MHC = 200μM","NA","MHC = 200μM","NA","NA","NA","NA","NA","NA"
"2970","MHC  >200μM","NA","MHC  >200μM","NA","NA","NA","NA","NA","NA"
"2971","MHC = 94μM","NA","MHC = 94μM","NA","NA","NA","NA","NA","NA"
"2972","MHC >200μM","NA","MHC >200μM","NA","NA","NA","NA","NA","NA"
"2973","<5% hemolytic at 100 μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2974","<5% hemolytic at 100 μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2975","<5% hemolytic at 100 μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2976","<5% hemolytic at 100 μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2977","4.2% hemolytic at 0μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2978","4.1% hemolytic at 12.5μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2979","3.4% hemolytic at 25μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2980","3.0% hemolytic at 50μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2981","3.1% hemolytic at 100 μ g/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2982","4.2% hemolytic at 0μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2983","5.4% hemolytic at 12.5μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2984","5.8% hemolytic at 25μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2985","5.9% hemolytic at 50μg/ml","NA","NA","NA","NA","NA","NA","NA","NA"
"2986","4.9% hemolytic at 100 μ g/mL","NA","NA","NA","NA","NA","NA","NA","NA"
"2987","~1% hemolytic at 300μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2988","<2% hemolytic at 300μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2989","Non-emolytic upto 256 μg/ml","NA","NA","NA","NA","NA","NA","NA","Non-emolytic upto 256 μg/ml"
"2990","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2991","Mild hemolytic At 50 μM","NA","NA","NA","NA","NA","NA","NA","NA"
"2992","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2993","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2994","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2995","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2996","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2997","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2998","Non-hemolytic","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic"
"2999","0% hemolytic upto 100μM  (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic upto 100μM  (non-hemolytic)"
"3000","0% hemolytic upto 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic upto 100μM (non-hemolytic)"
"3001","0% hemolytic upto 100μM (non-hemolytic)","NA","NA","NA","NA","NA","NA","NA","0% hemolytic upto 100μM (non-hemolytic)"
"3002","41.2 ±1.5% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3003","2.9±0.5% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3004","3.8±0.4% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3005","3.4±0.7% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3006","0±1.7% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3007","2.1±0.4% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3008","4.3±0.1% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3009","51.3±1.6% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3010","1.1±1.0% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3011","54.5±0.9% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3012","2.4±0.7% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3013","64.4±2.2% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3014","12.0±1.8% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3015","2.8±0.3% hemolytic at 25μM","NA","NA","NA","NA","NA","NA","NA","NA"
